Nombre,Referencia,Nro,Importe amount_untaxed,Importe amount_total_signed,Importe amount_untaxed_signeds,Importe amount_total_signed,Importe amount_total_in_currency_signed,Proveedor,Fecha,Divisa,Estado,Tipo
FA-sinNro2RUn7W8fhbfCUeWN80aF,2RUn7W8fhbfCUeWN80aF,FA-sinNro2RUn7W8fhbfCUeWN80aF,18100.0,-18100.0,-18100.0,-18100.0,-18100.0,1107,2022-04-16,ARS,Pagada,Factura de proveedor
FA-sinNro2RbPHDSKav4runBih,2RbPHDSKav4runBih,FA-sinNro2RbPHDSKav4runBih,700.0,-700.0,-700.0,-700.0,-700.0,943,2021-09-24,ARS,Pagada,Factura de proveedor
FA-sinNro2S3xTGC8k6b9fpcb6,2S3xTGC8k6b9fpcb6,FA-sinNro2S3xTGC8k6b9fpcb6,35000.0,-35000.0,-35000.0,-35000.0,-35000.0,1194,2020-06-23,ARS,Pagada,Factura de proveedor
FA-02211635,2SWWyeZNJdIPoBaSyVPx,FA-02211635,47006.96,-47006.96,-47006.96,-47006.96,-47006.96,717,2024-10-09,ARS,Pagada,Factura de proveedor
FA-0106583,2TwfHUS9mphQVT71VWVy,FA-0106583,10800.0,-10800.0,-10800.0,-10800.0,-10800.0,932,2024-01-18,ARS,Pagada,Factura de proveedor
FA-0124049,2Y20a01VsO15aPt2NNKO,FA-0124049,74820.0,-74820.0,-74820.0,-74820.0,-74820.0,717,2022-06-08,ARS,Pagada,Factura de proveedor
FA-532931787,2YDSRNsaSMxlb4Bk8SWx,FA-532931787,17648.75,-17648.75,-17648.75,-17648.75,-17648.75,936,2022-08-04,ARS,Pagada,Factura de proveedor
FA-sinNro2YgySpn3uk6EwftQj,2YgySpn3uk6EwftQj,FA-sinNro2YgySpn3uk6EwftQj,6000.0,-6000.0,-6000.0,-6000.0,-6000.0,780,2021-12-27,ARS,Pagada,Factura de proveedor
FA-sinNro2ZEx2npeqNs4Zs9X8,2ZEx2npeqNs4Zs9X8,FA-sinNro2ZEx2npeqNs4Zs9X8,17484.9,-17484.9,-17484.9,-17484.9,-17484.9,1194,2019-07-31,ARS,Pagada,Factura de proveedor
FA-sinNro2axeYRx7A85H7AA7b,2axeYRx7A85H7AA7b,FA-sinNro2axeYRx7A85H7AA7b,25000.0,-25000.0,-25000.0,-25000.0,-25000.0,660,2020-06-05,ARS,Pagada,Factura de proveedor
FA-sinNro2cCu6Be3ejLMj9Yp0YY8,2cCu6Be3ejLMj9Yp0YY8,FA-sinNro2cCu6Be3ejLMj9Yp0YY8,48774.03,-48774.03,-48774.03,-48774.03,-48774.03,1183,2024-05-07,ARS,Pagada,Factura de proveedor
FA-0293826,2cO3ftSCtEa3cuiX6gKy,FA-0293826,281325.0,-281325.0,-281325.0,-281325.0,-281325.0,969,2024-04-24,ARS,Pagada,Factura de proveedor
FA-0000214696,2e9BFfQdmpJ5Tj9h1RHK,FA-0000214696,7275.45,-7275.45,-7275.45,-7275.45,-7275.45,648,2023-06-22,ARS,Pagada,Factura de proveedor
FA-sinNro2eFzhptFLps4H7tSt,2eFzhptFLps4H7tSt,FA-sinNro2eFzhptFLps4H7tSt,1900.0,-1900.0,-1900.0,-1900.0,-1900.0,962,2022-08-30,ARS,Pagada,Factura de proveedor
FA-0052185,2ehajSpFWHDRh0haDmjX,FA-0052185,150000.0,-150000.0,-150000.0,-150000.0,-150000.0,983,2024-08-03,ARS,Pagada,Factura de proveedor
FA-0005200000026,2eqEb0KvhjRedMDeMuSW,FA-0005200000026,20117.25,-20117.25,-20117.25,-20117.25,-20117.25,1127,2023-06-24,ARS,Pagada,Factura de proveedor
FA-016590,2etolHA3NKgSNxBOt344,FA-016590,39000.0,-39000.0,-39000.0,-39000.0,-39000.0,949,2024-02-19,ARS,Pagada,Factura de proveedor
FA-1377348,2fKkO0efjDZXVqbW3QL1,FA-1377348,463746.93,-463746.93,-463746.93,-463746.93,-463746.93,944,2024-05-03,ARS,Pagada,Factura de proveedor
FA-sinNro2hh1MSvm4MUZs3T5Mtxl,2hh1MSvm4MUZs3T5Mtxl,FA-sinNro2hh1MSvm4MUZs3T5Mtxl,5925.0,-5925.0,-5925.0,-5925.0,-5925.0,950,2022-02-07,ARS,Pagada,Factura de proveedor
FA-03830541,2hlr8rvCXSQ5OGcDfBlF,FA-03830541,2080842.44,-2080842.44,-2080842.44,-2080842.44,-2080842.44,1092,2024-08-31,ARS,Pagada,Factura de proveedor
FA-00213661,2iTau26YehMwqtdYZu7V,FA-00213661,39790.25,-39790.25,-39790.25,-39790.25,-39790.25,648,2023-04-29,ARS,Pagada,Factura de proveedor
FA-01654,2jtNs4VvAtpWcpwplXvm,FA-01654,26299.96,-26299.96,-26299.96,-26299.96,-26299.96,668,2024-02-22,ARS,Pagada,Factura de proveedor
FA-0052107,2kZdNgLKIoSd6bKjsXM7,FA-0052107,260000.0,-260000.0,-260000.0,-260000.0,-260000.0,983,2024-07-09,ARS,Pagada,Factura de proveedor
FA-0041893,2npaBakokh0EYqJufiIG,FA-0041893,34027.0,-34027.0,-34027.0,-34027.0,-34027.0,991,2023-10-05,ARS,Pagada,Factura de proveedor
FA-sinNro2nxo4naBZd4KRpPnt,2nxo4naBZd4KRpPnt,FA-sinNro2nxo4naBZd4KRpPnt,8800.0,-8800.0,-8800.0,-8800.0,-8800.0,1194,2020-12-04,ARS,Pagada,Factura de proveedor
FA-sinNro2o6B6x9veRZ6VydRU5Ye,2o6B6x9veRZ6VydRU5Ye,FA-sinNro2o6B6x9veRZ6VydRU5Ye,93755.58,-93755.58,-93755.58,-93755.58,-93755.58,837,2022-09-20,ARS,Pagada,Factura de proveedor
FA-sinNro2rXh9YGYbMKJvm3t8,2rXh9YGYbMKJvm3t8,FA-sinNro2rXh9YGYbMKJvm3t8,12450.45,-12450.45,-12450.45,-12450.45,-12450.45,665,2021-09-02,ARS,Pagada,Factura de proveedor
FA-sinNro2rtGS3zK5zij8zuzg,2rtGS3zK5zij8zuzg,FA-sinNro2rtGS3zK5zij8zuzg,12636.84,-12636.84,-12636.84,-12636.84,-12636.84,1194,2020-08-30,ARS,Pagada,Factura de proveedor
FA-sinNro2sIAgpFdKVdagF13k9Gl,2sIAgpFdKVdagF13k9Gl,FA-sinNro2sIAgpFdKVdagF13k9Gl,2450.0,-2450.0,-2450.0,-2450.0,-2450.0,717,2023-12-13,ARS,Pagada,Factura de proveedor
FA-0175286,2tWWoTwxfI11TpEZEZPh,FA-0175286,195009.58,-195009.58,-195009.58,-195009.58,-195009.58,861,2022-06-14,ARS,Pagada,Factura de proveedor
FA-sinNro2tWkCh7fa7MKjQxRz,2tWkCh7fa7MKjQxRz,FA-sinNro2tWkCh7fa7MKjQxRz,37050.0,-37050.0,-37050.0,-37050.0,-37050.0,696,2021-05-28,ARS,Pagada,Factura de proveedor
FA-0122505,2thlCWKix1K8Hz0zQHxy,FA-0122505,65000.0,-65000.0,-65000.0,-65000.0,-65000.0,717,2022-04-01,ARS,Pagada,Factura de proveedor
FA-sinNro2uNPKEkCKXDuQCrd8,2uNPKEkCKXDuQCrd8,FA-sinNro2uNPKEkCKXDuQCrd8,125580.0,-125580.0,-125580.0,-125580.0,-125580.0,794,2021-10-07,ARS,Pagada,Factura de proveedor
FA-9533719,2uqfYZ1zpRRLKtZpGpnP,FA-9533719,30221.16,-30221.16,-30221.16,-30221.16,-30221.16,632,2022-09-30,ARS,Pagada,Factura de proveedor
FA-011513,2vHr3GHgElb3pCVAWn6G,FA-011513,4961.9,-4961.9,-4961.9,-4961.9,-4961.9,642,2023-01-18,ARS,Pagada,Factura de proveedor
FA-01112110,2vqWdguibbXl7DEaT8Gg,FA-01112110,37002.97,-37002.97,-37002.97,-37002.97,-37002.97,821,2024-02-14,ARS,Pagada,Factura de proveedor
FA-01161048,2wW2a3Hoq6xnEafEmF5Y,FA-01161048,81006.0,-81006.0,-81006.0,-81006.0,-81006.0,1155,2024-08-05,ARS,Pagada,Factura de proveedor
FA-0222667,2x8kCRMWndKCtXDqeTg6,FA-0222667,14503.31,-14503.31,-14503.31,-14503.31,-14503.31,717,2023-07-30,ARS,Pagada,Factura de proveedor
FA-00215235,2xGpqR3VbLi4ojVKjC1m,FA-00215235,31744.42,-31744.42,-31744.42,-31744.42,-31744.42,648,2023-07-20,ARS,Pagada,Factura de proveedor
FA-008013,2xvUX3l9tiT27ocYfL7t,FA-008013,11498.0,-11498.0,-11498.0,-11498.0,-11498.0,746,2022-02-16,ARS,Pagada,Factura de proveedor
FA-sinNro2y89rf2HBmYmg4xjr,2y89rf2HBmYmg4xjr,FA-sinNro2y89rf2HBmYmg4xjr,410.0,-410.0,-410.0,-410.0,-410.0,1179,2020-09-11,ARS,Pagada,Factura de proveedor
FA-0191069,2yE82hitbAXNnWCGDDh0,FA-0191069,11332.79,-11332.79,-11332.79,-11332.79,-11332.79,921,2023-01-26,ARS,Pagada,Factura de proveedor
FA-sinNro2yqiXf2aX8oSiGCFB,2yqiXf2aX8oSiGCFB,FA-sinNro2yqiXf2aX8oSiGCFB,5660.37,-5660.37,-5660.37,-5660.37,-5660.37,642,2021-04-28,ARS,Pagada,Factura de proveedor
FA-1918772,2yuOP6tDphVyZunximTi,FA-1918772,16682.0,-16682.0,-16682.0,-16682.0,-16682.0,717,2023-01-25,ARS,Pagada,Factura de proveedor
FA-0294453,347Yf1mlWcusTYHvLyUC,FA-0294453,451088.0,-451088.0,-451088.0,-451088.0,-451088.0,969,2024-06-24,ARS,Pagada,Factura de proveedor
FA-sinNro34PjQAbtfdYarKbmp,34PjQAbtfdYarKbmp,FA-sinNro34PjQAbtfdYarKbmp,22709.06,-22709.06,-22709.06,-22709.06,-22709.06,861,2021-01-15,ARS,Pagada,Factura de proveedor
FA-sinNro35BfBmbansWfr6Tbq,35BfBmbansWfr6Tbq,FA-sinNro35BfBmbansWfr6Tbq,5000.0,-5000.0,-5000.0,-5000.0,-5000.0,1194,2020-02-02,ARS,Pagada,Factura de proveedor
FA-0000214477,35ELb5EGCpbdtdUxCQj5,FA-0000214477,34206.75,-34206.75,-34206.75,-34206.75,-34206.75,648,2023-06-10,ARS,Pagada,Factura de proveedor
FA-0051823,35jw4ntOLnf9hjz526vp,FA-0051823,222158.5,-222158.5,-222158.5,-222158.5,-222158.5,1097,2023-03-03,ARS,Pagada,Factura de proveedor
FA-0044717,36IPDyD3k8sqCp8ST40V,FA-0044717,22100000.0,-22100000.0,-22100000.0,-22100000.0,-22100000.0,1097,2024-08-19,ARS,Pagada,Factura de proveedor
FA-sinNro36ax4jLEHfep3PhDm,36ax4jLEHfep3PhDm,FA-sinNro36ax4jLEHfep3PhDm,10880.03,-10880.03,-10880.03,-10880.03,-10880.03,1194,2020-07-25,ARS,Pagada,Factura de proveedor
FA-sinNro36kfgSJ3myE4MpbRB,36kfgSJ3myE4MpbRB,FA-sinNro36kfgSJ3myE4MpbRB,3000.0,-3000.0,-3000.0,-3000.0,-3000.0,1151,2021-08-11,ARS,Pagada,Factura de proveedor
FA-002836,38AWcNMFbhpFmwBdHDz2,FA-002836,104665.0,-104665.0,-104665.0,-104665.0,-104665.0,967,2024-01-04,ARS,Pagada,Factura de proveedor
FA-sinNro38hWqGfzQfXEgAFCn,38hWqGfzQfXEgAFCn,FA-sinNro38hWqGfzQfXEgAFCn,770.39,-770.39,-770.39,-770.39,-770.39,1194,2019-07-01,ARS,Pagada,Factura de proveedor
FA-00518450,38op8hb5h6Ki00thU7Gd,FA-00518450,44800.0,-44800.0,-44800.0,-44800.0,-44800.0,990,2023-07-14,ARS,Pagada,Factura de proveedor
FA-sinNro3958CiSPNPgAzvPCq,3958CiSPNPgAzvPCq,FA-sinNro3958CiSPNPgAzvPCq,9611.35,-9611.35,-9611.35,-9611.35,-9611.35,1076,2021-11-01,ARS,Pagada,Factura de proveedor
FA-03213906,396HAx7WQBQULuo5z6FI,FA-03213906,81333.33,-81333.33,-81333.33,-81333.33,-81333.33,1159,2023-05-03,ARS,Pagada,Factura de proveedor
FA-0107478,39zFjBJTIYmXgIn9v7el,FA-0107478,103083.0,-103083.0,-103083.0,-103083.0,-103083.0,964,2024-05-31,ARS,Pagada,Factura de proveedor
FA-01825114,3BfFFt5wAq9hE3pLIKWq,FA-01825114,60001.05,-60001.05,-60001.05,-60001.05,-60001.05,717,2024-05-10,ARS,Pagada,Factura de proveedor
FA-0377247,3C62o8IxHIty5zFgoorW,FA-0377247,115403.44,-115403.44,-115403.44,-115403.44,-115403.44,1159,2024-04-15,ARS,Pagada,Factura de proveedor
FA-sinNro3ChRTNrAoGho93YGW,3ChRTNrAoGho93YGW,FA-sinNro3ChRTNrAoGho93YGW,1490.0,-1490.0,-1490.0,-1490.0,-1490.0,717,2021-09-24,ARS,Pagada,Factura de proveedor
FA-sinNro3Cz5hCQKEq5B114eOZKX,3Cz5hCQKEq5B114eOZKX,FA-sinNro3Cz5hCQKEq5B114eOZKX,17500.0,-17500.0,-17500.0,-17500.0,-17500.0,1148,2022-12-23,ARS,Pagada,Factura de proveedor
FA-sinNro3DeLAkNM6rrs8agyH,3DeLAkNM6rrs8agyH,FA-sinNro3DeLAkNM6rrs8agyH,6410.8,-6410.8,-6410.8,-6410.8,-6410.8,717,2021-04-20,ARS,Pagada,Factura de proveedor
FA-sinNro3DqjLWQhc9q4nJ4aW,3DqjLWQhc9q4nJ4aW,FA-sinNro3DqjLWQhc9q4nJ4aW,3754.12,-3754.12,-3754.12,-3754.12,-3754.12,1194,2019-11-22,ARS,Pagada,Factura de proveedor
FA-sinNro3DyvWNaDPM4KrH85q,3DyvWNaDPM4KrH85q,FA-sinNro3DyvWNaDPM4KrH85q,11080.0,-11080.0,-11080.0,-11080.0,-11080.0,932,2021-11-12,ARS,Pagada,Factura de proveedor
FA-000100087145,3EYOWLcy3g2dSMPYodCj,FA-000100087145,1028500.0,-1028500.0,-1028500.0,-1028500.0,-1028500.0,688,2023-12-18,ARS,Pagada,Factura de proveedor
FA-sinNro3F9HGqyYBZF3jYERe,3F9HGqyYBZF3jYERe,FA-sinNro3F9HGqyYBZF3jYERe,6070.4,-6070.4,-6070.4,-6070.4,-6070.4,717,2021-05-14,ARS,Pagada,Factura de proveedor
FA-030749,3GbkBK4cCPMItrqj4dRp,FA-030749,49572.05,-49572.05,-49572.05,-49572.05,-49572.05,881,2023-02-07,ARS,Pagada,Factura de proveedor
FA-0000500001030,3H54gpoD2dfsEO8sVaR6,FA-0000500001030,62650.0,-62650.0,-62650.0,-62650.0,-62650.0,983,2023-05-20,ARS,Pagada,Factura de proveedor
FA-0021496,3HJbHp1lC72FJNbztIIg,FA-0021496,3500000.0,-3500000.0,-3500000.0,-3500000.0,-3500000.0,766,2023-11-10,ARS,Pagada,Factura de proveedor
FA-sinNro3Is84JDPX2BVhUz6qjyb,3Is84JDPX2BVhUz6qjyb,FA-sinNro3Is84JDPX2BVhUz6qjyb,9635.96,-9635.96,-9635.96,-9635.96,-9635.96,1183,2023-11-26,ARS,Pagada,Factura de proveedor
FA-0051872,3IuP6dQk339FO6B4ISm4,FA-0051872,163700.0,-163700.0,-163700.0,-163700.0,-163700.0,983,2024-04-23,ARS,Pagada,Factura de proveedor
FA-sinNro3JWNYPu6gwLLMTriN,3JWNYPu6gwLLMTriN,FA-sinNro3JWNYPu6gwLLMTriN,6870.6,-6870.6,-6870.6,-6870.6,-6870.6,717,2021-12-01,ARS,Pagada,Factura de proveedor
FA-sinNro3JkywaQwe5QySh2PK,3JkywaQwe5QySh2PK,FA-sinNro3JkywaQwe5QySh2PK,5362.45,-5362.45,-5362.45,-5362.45,-5362.45,665,2021-07-17,ARS,Pagada,Factura de proveedor
FA-00071308,3K9gvUMlbc8C9iWs4Fjs,FA-00071308,83732.0,-83732.0,-83732.0,-83732.0,-83732.0,664,2023-05-05,ARS,Pagada,Factura de proveedor
FA-13451448945,3KF6EC9kMrBgF2dhmYiA,FA-13451448945,158779.1,-158779.1,-158779.1,-158779.1,-158779.1,1012,2023-05-12,ARS,Pagada,Factura de proveedor
FA-00314,3KOkMsk1bdQaIrbp273G,FA-00314,37900.0,-37900.0,-37900.0,-37900.0,-37900.0,1139,2024-06-12,ARS,Pagada,Factura de proveedor
FA-sinNro3Lwe5R42TJXic4LcJ,3Lwe5R42TJXic4LcJ,FA-sinNro3Lwe5R42TJXic4LcJ,9000.0,-9000.0,-9000.0,-9000.0,-9000.0,936,2022-01-18,ARS,Pagada,Factura de proveedor
FA-01223794,3MFuu7qL2SCrxnHIA08u,FA-01223794,995670.0,-995670.0,-995670.0,-995670.0,-995670.0,717,2024-04-10,ARS,Pagada,Factura de proveedor
FA-00000200014390,3NRuIJ8lraeys7xTlMX0,FA-00000200014390,4260.75,-4260.75,-4260.75,-4260.75,-4260.75,648,2023-06-06,ARS,Pagada,Factura de proveedor
FA-005287,3QPNaF8E9LTRLrgw5Nhn,FA-005287,2750.0,-2750.0,-2750.0,-2750.0,-2750.0,919,2022-10-19,ARS,Pagada,Factura de proveedor
FA-03847138,3Rhxt6Aq7AlCmMKk3686,FA-03847138,10401.29,-10401.29,-10401.29,-10401.29,-10401.29,835,2023-02-25,ARS,Pagada,Factura de proveedor
FA-sinNro3S3fav5Rew376K6qM,3S3fav5Rew376K6qM,FA-sinNro3S3fav5Rew376K6qM,13738.89,-13738.89,-13738.89,-13738.89,-13738.89,936,2021-07-15,ARS,Pagada,Factura de proveedor
FA-sinNro3SPiNzACHHkHswsdo,3SPiNzACHHkHswsdo,FA-sinNro3SPiNzACHHkHswsdo,17445.5,-17445.5,-17445.5,-17445.5,-17445.5,1179,2020-09-28,ARS,Pagada,Factura de proveedor
FA-0094281,3SS9wIWEB1NbavD1oYy0,FA-0094281,18850.0,-18850.0,-18850.0,-18850.0,-18850.0,701,2023-04-16,ARS,Pagada,Factura de proveedor
FA-023484,3TZ7SSr8FDspeM5TRuLP,FA-023484,4830.0,-4830.0,-4830.0,-4830.0,-4830.0,717,2024-01-30,ARS,Pagada,Factura de proveedor
FA-0021137,3UDM0MnayNuCtIFrykLU,FA-0021137,51150.0,-51150.0,-51150.0,-51150.0,-51150.0,818,2023-05-03,ARS,Pagada,Factura de proveedor
FA-sinNro3V2xByV6yQD7bLBWdLae,3V2xByV6yQD7bLBWdLae,FA-sinNro3V2xByV6yQD7bLBWdLae,5344.11,-5344.11,-5344.11,-5344.11,-5344.11,649,2023-03-19,ARS,Pagada,Factura de proveedor
FA-0378032,3VYIJZBLg8ATqdXG5DhS,FA-0378032,759078.45,-759078.45,-759078.45,-759078.45,-759078.45,1159,2024-05-20,ARS,Pagada,Factura de proveedor
FA-0111152,3WGzaOUisrrmtyjgJ4rf,FA-0111152,25599.99,-25599.99,-25599.99,-25599.99,-25599.99,642,2023-12-23,ARS,Pagada,Factura de proveedor
FA-0021508,3XaZIxzWCFUlkuzEpT5d,FA-0021508,107670.0,-107670.0,-107670.0,-107670.0,-107670.0,818,2023-11-05,ARS,Pagada,Factura de proveedor
FA-0031274,3Z3CAd5MQLuULlHuNhS4,FA-0031274,38700.0,-38700.0,-38700.0,-38700.0,-38700.0,1194,2024-05-28,ARS,Pagada,Factura de proveedor
FA-0166741,3ZZWdyl3ztL6Lh2ZwWLo,FA-0166741,9903.2,-9903.2,-9903.2,-9903.2,-9903.2,916,2023-03-16,ARS,Pagada,Factura de proveedor
FA-0074125,3Zi8U0kiYgZx6LaaqPZm,FA-0074125,12600.0,-12600.0,-12600.0,-12600.0,-12600.0,1003,2023-06-06,ARS,Pagada,Factura de proveedor
FA-sinNro3b9OWubcw2RnyYwvqkL5,3b9OWubcw2RnyYwvqkL5,FA-sinNro3b9OWubcw2RnyYwvqkL5,248007.45,-248007.45,-248007.45,-248007.45,-248007.45,648,2024-09-07,ARS,Pagada,Factura de proveedor
FA-63328,3cSJlMAwV7sQhEOnIACc,FA-63328,23304.96,-23304.96,-23304.96,-23304.96,-23304.96,975,2023-03-01,ARS,Pagada,Factura de proveedor
FA-00516730,3cif4RtnWKmKdCrADfVt,FA-00516730,440000.0,-440000.0,-440000.0,-440000.0,-440000.0,660,2024-02-19,ARS,Pagada,Factura de proveedor
FA-sinNro3eMTBnTjnwweaMkQp,3eMTBnTjnwweaMkQp,FA-sinNro3eMTBnTjnwweaMkQp,2326.7,-2326.7,-2326.7,-2326.7,-2326.7,1194,2020-02-07,ARS,Pagada,Factura de proveedor
FA-02310819,3eYdiHS2SLNbU9SwxyS3,FA-02310819,8600.5,-8600.5,-8600.5,-8600.5,-8600.5,954,2022-04-14,ARS,Pagada,Factura de proveedor
FA-sinNro3gYFahQSKtw3kw4ef,3gYFahQSKtw3kw4ef,FA-sinNro3gYFahQSKtw3kw4ef,25000.6,-25000.6,-25000.6,-25000.6,-25000.6,717,2022-02-11,ARS,Pagada,Factura de proveedor
FA-005634,3h2ABunwiT7CNdRpbaqK,FA-005634,10500.0,-10500.0,-10500.0,-10500.0,-10500.0,1194,2024-01-31,ARS,Pagada,Factura de proveedor
FA-sinNro3icxE6cx37ves9TKR,3icxE6cx37ves9TKR,FA-sinNro3icxE6cx37ves9TKR,3551.1,-3551.1,-3551.1,-3551.1,-3551.1,999,2021-04-05,ARS,Pagada,Factura de proveedor
FA-03348405,3kSg617CyuSiTj1LsMlT,FA-03348405,75125.81,-75125.81,-75125.81,-75125.81,-75125.81,1143,2024-02-06,ARS,Pagada,Factura de proveedor
FA-005352,3kj3ya1FU3FpqctQXGkc,FA-005352,48694.53,-48694.53,-48694.53,-48694.53,-48694.53,691,2022-10-25,ARS,Pagada,Factura de proveedor
FA-sinNro3kuANeBfhzr5sfkfu,3kuANeBfhzr5sfkfu,FA-sinNro3kuANeBfhzr5sfkfu,41946.01,-41946.01,-41946.01,-41946.01,-41946.01,1194,2019-08-14,ARS,Pagada,Factura de proveedor
FA-002754,3kxKHZ86wcSTErfL1GaX,FA-002754,60500.0,-60500.0,-60500.0,-60500.0,-60500.0,967,2023-03-02,ARS,Pagada,Factura de proveedor
FA-007402,3lt9KC0WmSWSzCqsQZ7R,FA-007402,106000.0,-106000.0,-106000.0,-106000.0,-106000.0,680,2024-02-04,ARS,Pagada,Factura de proveedor
FA-003232,3m5nkqSEX2zNro7KxxvG,FA-003232,57000.0,-57000.0,-57000.0,-57000.0,-57000.0,690,2023-06-12,ARS,Pagada,Factura de proveedor
FA-sinNro3mfDd7vgTqWbczNjb,3mfDd7vgTqWbczNjb,FA-sinNro3mfDd7vgTqWbczNjb,42500.0,-42500.0,-42500.0,-42500.0,-42500.0,717,2021-08-06,ARS,Pagada,Factura de proveedor
FA-sinNro3mpwgK6X5XWr3b3JseBt,3mpwgK6X5XWr3b3JseBt,FA-sinNro3mpwgK6X5XWr3b3JseBt,128109.43,-128109.43,-128109.43,-128109.43,-128109.43,936,2024-10-01,ARS,Pagada,Factura de proveedor
FA-0589802,3nXfAtepBsefd3qHkgI2,FA-0589802,113617.77,-113617.77,-113617.77,-113617.77,-113617.77,639,2024-03-18,ARS,Pagada,Factura de proveedor
FA-sinNro3o3wCLpvR7LfJ9chX,3o3wCLpvR7LfJ9chX,FA-sinNro3o3wCLpvR7LfJ9chX,4700.78,-4700.78,-4700.78,-4700.78,-4700.78,717,2022-01-28,ARS,Pagada,Factura de proveedor
FA-002971,3qTrMAwd7vREDFdiRhtC,FA-002971,30000.0,-30000.0,-30000.0,-30000.0,-30000.0,1194,2023-07-31,ARS,Pagada,Factura de proveedor
FA-0032928,3qzMTlgMCLkKG3iPMC5f,FA-0032928,751400.0,-751400.0,-751400.0,-751400.0,-751400.0,653,2023-11-11,ARS,Pagada,Factura de proveedor
FA-00342973,3r1u83vQjiQq1WMil2I2,FA-00342973,24793.38,-24793.38,-24793.38,-24793.38,-24793.38,769,2024-09-24,ARS,Pagada,Factura de proveedor
FA-sinNro3s3La58RYK64iiGEG,3s3La58RYK64iiGEG,FA-sinNro3s3La58RYK64iiGEG,62680.0,-62680.0,-62680.0,-62680.0,-62680.0,1194,2020-06-27,ARS,Pagada,Factura de proveedor
FA-0272225,3scsQ44YyiCqdDG4LikI,FA-0272225,6166.78,-6166.78,-6166.78,-6166.78,-6166.78,1106,2022-10-18,ARS,Pagada,Factura de proveedor
FA-sinNro3t4jqe5h9j0J18WMpHT6,3t4jqe5h9j0J18WMpHT6,FA-sinNro3t4jqe5h9j0J18WMpHT6,2200.0,-2200.0,-2200.0,-2200.0,-2200.0,861,2022-03-25,ARS,Pagada,Factura de proveedor
FA-003536,3tifz20VsxA9XD7jc1xm,FA-003536,147807.23,-147807.23,-147807.23,-147807.23,-147807.23,649,2024-03-16,ARS,Pagada,Factura de proveedor
FA-000951092,3uJAYtW8suO76XyuDTpO,FA-000951092,4257.66,-4257.66,-4257.66,-4257.66,-4257.66,635,2023-05-06,ARS,Pagada,Factura de proveedor
FA-01237933,3wDqDSIMCRvPzOcOTaq1,FA-01237933,14562.79,-14562.79,-14562.79,-14562.79,-14562.79,943,2023-03-11,ARS,Pagada,Factura de proveedor
FA-sinNro3wx4SxZ8iwnHJEyPE,3wx4SxZ8iwnHJEyPE,FA-sinNro3wx4SxZ8iwnHJEyPE,22506.0,-22506.0,-22506.0,-22506.0,-22506.0,1194,2019-07-19,ARS,Pagada,Factura de proveedor
FA-0021020,3x4odwN5Ur8Bd57Qtxcc,FA-0021020,39700.0,-39700.0,-39700.0,-39700.0,-39700.0,818,2023-03-24,ARS,Pagada,Factura de proveedor
FA-00211992,3yTkDNSFp8aox02WeBqH,FA-00211992,4159.1,-4159.1,-4159.1,-4159.1,-4159.1,648,2023-01-31,ARS,Pagada,Factura de proveedor
FA-sinNro3ykyf2nSDnZvTMLagden,3ykyf2nSDnZvTMLagden,FA-sinNro3ykyf2nSDnZvTMLagden,7571.18,-7571.18,-7571.18,-7571.18,-7571.18,936,2023-04-30,ARS,Pagada,Factura de proveedor
FA-sinNro3z5d23F6uNGyJsJp6,3z5d23F6uNGyJsJp6,FA-sinNro3z5d23F6uNGyJsJp6,4305.04,-4305.04,-4305.04,-4305.04,-4305.04,1179,2020-12-22,ARS,Pagada,Factura de proveedor
FA-sinNro3zTvCgQGccwAuKQvX2n0,3zTvCgQGccwAuKQvX2n0,FA-sinNro3zTvCgQGccwAuKQvX2n0,84872.81,-84872.81,-84872.81,-84872.81,-84872.81,936,2024-06-28,ARS,Pagada,Factura de proveedor
FA-0051953,3zrY4oYboFOuAoQFhs1y,FA-0051953,121111.0,-121111.0,-121111.0,-121111.0,-121111.0,983,2024-05-21,ARS,Pagada,Factura de proveedor
FA-0033148,3zxU5vKoByX7iaSJwViJ,FA-0033148,45375.0,-45375.0,-45375.0,-45375.0,-45375.0,1115,2022-10-13,ARS,Pagada,Factura de proveedor
FA-03827933,406Sj2fgEUzwcgxGpj3y,FA-03827933,1003561.19,-1003561.19,-1003561.19,-1003561.19,-1003561.19,1092,2024-05-31,ARS,Pagada,Factura de proveedor
FA-0029229,42un5wmNl7bwJyD6LOGd,FA-0029229,27700.0,-27700.0,-27700.0,-27700.0,-27700.0,657,2024-03-14,ARS,Pagada,Factura de proveedor
FA-0052030,437C2EfnzHeyH8e9IX5b,FA-0052030,183110.0,-183110.0,-183110.0,-183110.0,-183110.0,983,2024-06-11,ARS,Pagada,Factura de proveedor
FA-0111170,46UbJsc4slhECHyL9KMM,FA-0111170,24360.0,-24360.0,-24360.0,-24360.0,-24360.0,642,2023-12-31,ARS,Pagada,Factura de proveedor
FA-sinNro476mSefDrfAvYwXw7,476mSefDrfAvYwXw7,FA-sinNro476mSefDrfAvYwXw7,7325.64,-7325.64,-7325.64,-7325.64,-7325.64,1179,2020-09-30,ARS,Pagada,Factura de proveedor
FA-0107478,481iwSKdE7y48LxuRuIb,FA-0107478,32983.0,-32983.0,-32983.0,-32983.0,-32983.0,964,2024-05-31,ARS,Pagada,Factura de proveedor
